project_id,esco_id,esco_label,esco_description,pad_occupations,pad_activities,pad_skills,pad_quotes,esco_uri
P075941,c6196b21-20f9-4608-83fb-6f143afc740d,geologist,"Geologists research the materials that form the earth. Their observations depend on the purpose of the research. Depending on their specialisation, geologists study how the Earth has been shaped over time, its geological layers, the quality of minerals for mining purposes, earthquakes and volcanic activity for private services, and similar phenomena.","""Geologist""","""Prepare geological baseline reports and provide them to the prospective bidder's contractor.""","""prepare geological baseline reports""",": ""Also, geological baseline reports will be prepared and provided to the prospective bidder's contractor.""",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d
P075941,c89afd9a-7dad-4bae-9315-5fcadd9ad8b6,electricity distribution technician,"Electricity distribution technicians construct and maintain electric power transmission and distribution systems. They maintain and repair powerlines, compliant with safety regulations.","""Transmission Line Installation Technician""","""connect transmission lines from the transformers to the substation and link the powerhouse to the national grids""","""connect transmission lines from transformers to substation"", ""install and string transmission conductors to link powerhouse to national grids""",": ""The transmission lines from  the transformers will  connect the  powerhouse  to  the substation.""",http://data.europa.eu/esco/occupation/c89afd9a-7dad-4bae-9315-5fcadd9ad8b6
P075941,c8b296be-54ae-48cf-be21-031fa8457937,supply chain assistant,"Supply chain assistants work closely together with managers in the operations processes, namely purchasing, manufacturing, and distribution processes. They help with administrative and pragmatic follow up of actions such as invoicing, drafting and preparation of contracts and purchasing orders, reconciliation of inventory against documents, and communication with distribution channels.","""Accounts and Logistics Assistant"", ""Logistics Assistant (procurement record-keeping)""","""Provide accounts and logistics support for the set-up operations of the Rusumo Power Company Limited and the NELSAP Rusumo Project Implementation Unit."", ""The Rusumo Project Implementation Unit's oversight capability will be reinforced with an accounts-and-logistics assistant."", ""The Logistics Assistant will be responsible for improving the efficiency of record-keeping and maintaining the procurement filing system.""","""provide accounts support"", ""provide logistics support"", ""manage accounts and logistics"", ""support Unit oversight"", ""improve procurement record-keeping efficiency"", ""maintain filing system for procurement documents""",": ""This component will also finance staff costs to support the set-up operations of the Rusumo Power Company Limited (RPCL) and NELSAP Rusumo Project Implementation Unit (RPIU) including a project manager, senior engineers (civil, electrical and mechanical), a quantity surveyor, a safeguards team, a procurement specialist, a financial management specialist, accounts and logistics assistant, a communications specialist and other technical staff."", : ""The Unit's oversight capability will be reinforced with a Project Manager as head of the Unit, senior project engineers (civil, electrical and mechanical), a quantity surveyor, environment and social specialists, a procurement specialist, a financial-management specialist, an accounts-and-logistics assistant, a communications specialist and other technical staff."", : ""Procurement record-keeping will be the responsibility of the Procurement Unit. NELSAP-CU has recruited the Logistics Assistant, who will be responsible for improving the efficiency of record-keeping and maintaining the filing system.""",http://data.europa.eu/esco/occupation/c8b296be-54ae-48cf-be21-031fa8457937
P075941,c9b2b0a7-0adc-4ca7-bf7c-dc95e18aeac7,procurement support officer,"Procurement support officers assist the staff of the procurement team throughout the procurement processes, making sure all procurement documents are compliant with procedural, technical and legal requirements, and that meetings and other contacts are well organised.","""Procurement Officer at the Rusumo Project"", ""Power Plant Operator (private operator)"", ""Procurement Officer""","""Support procurement functions for the Rusumo Project through new local hires."", ""The Power Plant operations, including obligations under the Power Purchase Agreements, will be contracted out to a competitively-selected private operator who will receive delegated authority to enforce the Power Purchase Agreement obligations and provide expertise to ensure safe and reliable dam operations."", ""The Procurement Specialist will be assisted by the Procurement Officer expected to be on board by September 01, 2014."", ""Additional technical staff will be recruited to support procurement processing for the project.""","""support procurement functions"", ""enforce Power Purchase Agreement obligations"", ""ensure safe and reliable dam operations"", ""assist procurement specialist"", ""support procurement activities"", ""support procurement processing""",": ""New staff will be hired for the Rusumo Project to support procurement functions."", : ""The Power Plant operations will be contracted out to a competitively-selected private operator, and this operator will receive the delegated authority to enforce the PPA obligations. The operator will also provide the necessary expertise to ensure safe and reliable dam operations."", : ""The Procurement Specialist will be assisted by the Procurement Officer, expected to be on board by September 01, 2014."", : ""NELSAP CU will recruit a  Procurement  Specialist proficient in IDA project financing and  experience in  procurement of  works  to  support the project; Additional technical staff will be recruited to  support procurement  processing as  well  as  to  supervise the  Contractors and Consultants.""",http://data.europa.eu/esco/occupation/c9b2b0a7-0adc-4ca7-bf7c-dc95e18aeac7
P075941,cb446db8-e8b3-418c-a21c-2d10faea42a5,power plant manager,"Power plant managers supervise operations in power plants which produce and transport energy. They coordinate the production of energy in the plant, and supervise the construction, operation and maintenance of energy transmission and distribution networks and systems.","""Owner's Engineer"", ""Operations and Management contractor"", ""Head of Generation Department (National Utility) [Project Steering Committee member]"", ""Power Plant Operations Manager""","""Provide overall project management and supervision of procurement, design, construction, interface with management, preparation for operation and maintenance of the power plant complex, and coordinate implementation of the Environment and Social Management Plan and Resettlement Action Plan including grievance handling."", ""Be appointed to provide operations and maintenance and management services for the power plant complex after construction."", ""Serve on the Project Steering Committee representing the national utility to provide oversight, and cross-coordination support to the Rusumo Project Implementation Unit, and be regularly informed of project progress."", ""Support the Rusumo Project Implementation Unit and be responsible for overall project management and supervision of procurement, design, construction and preparation for operation and maintenance of the power plant complex and transmission lines; and coordinate implementation of the Environmental and Social Management Plan and the Resettlement Action Plan."", ""Rusumo Power Company Limited will own and operate the project and will be responsible for managing all technical and financial matters relating to the project.""","""overall project management"", ""supervision of the procurement"", ""supervision of design"", ""supervision of construction"", ""interfacing with management"", ""preparation for the operation and maintenance of the power plant complex"", ""coordination of the implementation of the Environment and Social Management Plan"", ""coordinate follow-up activities related to livelihood restoration and community development under the Resettlement Action Plan"", ""handling of grievance mechanisms"", ""provide operations and maintenance of the power plant complex"", ""act as a competent private entity delegated by the Rusumo Power Company Limited"", ""provide an oversight function over the Rusumo Project Implementation Unit"", ""provide cross coordination support"", ""be regularly informed of project progress through periodic reporting"", ""overall project management"", ""supervision of procurement"", ""supervision of design"", ""supervision of construction"", ""preparation for operation and maintenance"", ""coordinate implementation of the Environmental and Social Management Plan (ESMP) and the Resettlement Action Plan (RAP)"", ""own and operate the project"", ""manage technical and financial matters relating to the project""",": ""The RPIU will be supported by the Owner's Engineer who will be responsible for: (i) overall project management and supervision of the procurement, design, construction, interfacing with management and preparation for the operation and maintenance of the power plant complex; and (ii) coordination of the implementation of the Environmental and Social Management Plan (ESMP) and the follow-up activities related to livelihood restoration, and community development programs under the Resettlement Action Plan (RAP), including handling of grievance mechanisms."", : ""Following the power plant construction period, the RPCL will be responsible for the operations and maintenance of the power plant complex (delegating to a competent private entity)."", : ""To continue with this oversight role, there will be a Project Steering Committee (PSC) to oversee the functions of the RPIU, charged with the responsibility of ensuring timely and quality project implementation. The PSC will report to the owners of the power plant complex. The PSC will provide an oversight function and shall be comprised of an official from the Ministry of Energy (at the level of Commissioner for energy) and the utility (at least at the level of head of the generation department) from each of the respective beneficiary countries."", : ""The RPIU will be supported by the Owner's Engineer and will be responsible for: (i) overall project management and supervision of the procurement, design, construction and preparation for operation and maintenance of the power plant complex and transmission lines; and (ii) coordination of the implementation of the Environmental and Social Management Plan (ESMP) and the Resettlement Action Plan (RAP)."", : ""The RPCL will own and operate the  project  itself,  and will  ultimately be  responsible for  managing all technical and  financial matters relating  to  the  project.""",http://data.europa.eu/esco/occupation/cb446db8-e8b3-418c-a21c-2d10faea42a5
P075941,cb4f98c8-6b8d-41d8-87eb-a2a2033a3a25,public procurement specialist,Public procurement specialists are full-time public procurement practitioners working as part of a procurement team in a large organisation or central purchasing body in all phases of the procurement cycle. They translate needs into contracts and deliver value for money for the organisation and the public.,"""Procurement Specialist"", ""Operations and Maintenance Contractor""","""Support and supervise procurement activities for project design, construction and other contracts."", ""Supervise procurement for the power plant complex and transmission lines."", ""The Rusumo Power Company Limited shall procure through an International Competitive Bidding process the services of an operations and maintenance contractor prior to commissioning of the Power Plant.""","""support procurement activities"", ""supervise procurement for design and construction"", ""supervision of procurement"", ""provide operations and maintenance services""",": ""This component will also finance staff costs to support the set-up operations of the Rusumo Power Company Limited (RPCL) and NELSAP Rusumo Project Implementation Unit (RPIU) including a project manager, senior engineers (civil, electrical and mechanical), a quantity surveyor, a safeguards team, a procurement specialist, a financial management specialist, accounts and logistics assistant, a communications specialist and other technical staff."", : ""The RPIU will be supported by the Owner's Engineer and will be responsible for: (i) overall project management and supervision of the procurement, design, construction and preparation for operation and maintenance of the power plant complex and transmission lines; and (ii) coordination of the implementation of the Environmental and Social Management Plan (ESMP) and the Resettlement Action Plan (RAP)."", : ""The Rusumo Power Company shall, not later than six months prior to the commissioning of the Power Plant, procure through an International Competitive Bidding process the services of an operations and maintenance contractor.""",http://data.europa.eu/esco/occupation/cb4f98c8-6b8d-41d8-87eb-a2a2033a3a25
P075941,cd4f41a5-87a6-4b3c-8ee3-14e6f457c365,audit supervisor,"Audit supervisors oversee audit staff, planning and reporting, and review the audit staff's automated audit work papers to ensure compliance with the company's methodology. They prepare reports, evaluate general auditing and operating practices, and communicate findings to the superior management.","""Owner's Engineer (consulting engineer)"", ""Independent Technical Auditor""","""The Rusumo Project Implementation Unit will be supported by the Owner's Engineer who will be responsible for overall project management and supervision of procurement, design, construction and preparation of operation and maintenance plan of the power plant complex and dam safety plans, and coordination of the implementation of the Environmental and Social Management Plan and the Resettlement Action Plan."", ""Annual technical audits will be conducted by an independent, technical auditor to review compliance with the Environmental and Social Management Plan and the Rusumo Water Resources Management Plan.""","""overall project management"", ""supervision of procurement, design and construction"", ""prepare operation and maintenance plan"", ""coordinate Environmental and Social Management Plan and Resettlement Action Plan implementation"", ""conduct annual technical audits"", ""review compliance with ESMP and Rusumo Water Resources Management Plan""",": ""The RPIU will be supported by the Owner's Engineer who will be responsible for: (i) overall project management and supervision of the procurement, design, construction and preparation of operation and maintenance plan of the power plant complex and dam safety plans; and (ii) coordination of the implementation of the Environmental and Social Management Plan (ESMP) and the Resettlement Action Plan (RAP)."", : ""Annual technical audits will be conducted by an independent, technical auditor, who will review compliance with the ESMP and RWMP.""",http://data.europa.eu/esco/occupation/cd4f41a5-87a6-4b3c-8ee3-14e6f457c365
P075941,cd7b838c-51f6-41ec-9067-bb974c0f991b,communication manager,"Communication managers are responsible for developing communication strategies in order to promote the organization's mission, services or product. They coordinate communication projects and manage the communications issued by the company for both the internal and the external clients. They supervise internal communications, ensuring that communications reach each one of the employees and further questions can be answered. For external communications, they coordinate coherence among the messages transmitted in mails, printed materials, press articles, and corporate promotional materials. They strive to maintain truthful communications.","""Communications Specialist"", ""Country-level Communications Officer"", ""Crisis Communications Coordinator"", ""Communication Specialist""","""Provide support to the implementation-support team as a communications specialist."", ""Implement the Project's comprehensive program of communications and consultations to enhance public understanding of the Regional Rusumo Falls Hydroelectric Project's strategic importance to achieving national development objectives in Burundi, Rwanda and Tanzania."", ""Enforce a strict communication protocol throughout project preparation and ensure country teams in Burundi, Rwanda and Tanzania communicate effectively in real time and adhere to the Bank's guidelines for interacting with media."", ""Engage key focal points in external offices for crisis communications relating to the project."", ""Provide communications support for the set-up operations of the Rusumo Power Company Limited and the NELSAP Rusumo Project Implementation Unit and contribute to stakeholder engagement."", ""Provide capacity support to the Rusumo Project Implementation Unit on communication aspects to increase implementation capacity and improve coordination.""","""provide support to the implementation-support team"", ""implement communications and consultations"", ""enhance public understanding of project strategic importance"", ""enforce communication protocol throughout project preparation"", ""communicate effectively in real time and adhere to the Bank's guidelines for interacting with media"", ""engage key focal points for crisis communications"", ""coordinate crisis communications engagement with external offices"", ""provide communications support"", ""engage with stakeholders and support disclosure"", ""provide communication capacity support"", ""improve coordination""",": ""This team will receive support from an institutional specialist in the electricity sector, an electromechanical engineer, a civil engineer, a resettlement specialist, a hydropower specialist, a legal advisor, a water resources specialist, a communications specialist, and a monitoring and evaluation (M&E) specialist."", : ""The Project's comprehensive program of communications and consultations will enhance public understanding of the Project's strategic importance to achieving national development objectives in the beneficiary countries of Burundi, Rwanda and Tanzania."", : ""The RRFHP task team will enforce a strict communication protocol throughout the project preparation phase leading up to the Board discussion. The high-risk aspects of this project and the immediacy of the news cycle require that country teams in Burundi, Rwanda and Tanzania and Washington based teams communicate effectively in real time and strictly adhere to the Bank's guidelines for interacting with media."", : ""Crisis communications will engage key focal points in the Bank's offices in London, Paris, and Tokyo."", : ""This component will also finance staff costs to support the set-up operations of the Rusumo Power Company Limited (RPCL) and NELSAP Rusumo Project Implementation Unit (RPIU) including a project manager, senior engineers (civil, electrical and mechanical), a quantity surveyor, a safeguards team, a procurement specialist, a financial management specialist, accounts and logistics assistant, a communications specialist and other technical staff."", : ""Planned additional capacity support to the RPIU on technical, environmental, social and communication aspects will also help to increase capacity to implement the project and improve coordination.""",http://data.europa.eu/esco/occupation/cd7b838c-51f6-41ec-9067-bb974c0f991b
P075941,d6ef013f-57e9-4100-bbe5-3e4930664dee,social services policy officer,"Social services policy officers research, analyse and develop social services policies and implement these policies and services to improve circumstances of disadvantaged and vulnerable members of society such as children and elderly people. They work in the administration of social services and stay in contact with organisations and other stakeholders and provide them with regular updates.","""Social Safeguards Specialist""","""Be a member of the core implementation-support team.""","""be part of the implementation-support team""",": ""The core implementation-support team will consist of a task team leader (TTL), a power engineer, an environmental safeguard specialist, a social-safeguards specialist, a procurement specialist, and a financial-management specialist.""",http://data.europa.eu/esco/occupation/d6ef013f-57e9-4100-bbe5-3e4930664dee
P075941,d7d986e1-7333-431b-9719-0c5c6939e360,civil engineer,"Civil engineers design, plan, and develop technical and engineering specifications for infrastructure and construction projects. They apply engineering knowledge in a vast array of projects, from the construction of infrastructure for transportation, housing projects, and luxury buildings, to the construction of natural sites. They design plans that seek to optimise materials and integrate specifications and resource allocation within the time constraints.","""Hydroelectric Plant Civil Engineer"", ""Civil Engineer"", ""Transmission Line Engineer"", ""Senior Civil Engineer"", ""Rusumo Project Implementation Unit Engineer"", ""Owner's Engineer"", ""Civil Design Engineer (Diversion Works)"", ""Senior Project Civil Engineer"", ""Dam Safety Consultant"", ""Civil Engineer (consultant)""","""Implement the Power Plant Complex (Component A)."", ""Provide support to the implementation-support team as a civil engineer."", ""Implement the construction of transmission lines in the beneficiary countries (specified kilometer lengths)."", ""Construction of the power plant complex civil works including excavation, earth works, tunneling, concrete structures, barrage and gated spillway, intake works and diversion/power canal, surface powerhouse, access roads and construction site facilities."", ""Provide senior civil engineering support to the set-up operations of the Rusumo Power Company Limited and the NELSAP Rusumo Project Implementation Unit."", ""conduct a detailed assessment and design modifications, including river diversion arrangements, in close coordination with Government of Tanzania, Government of Rwanda and Japanese International Cooperation Agency to ensure project implementation"", ""finalize the design of the temporary river diversion works (open-cut canal) required during construction"", ""The Rusumo Project Implementation Unit's oversight capability will be reinforced with senior project engineers (civil)."", ""Three months prior to plant commissioning, the Rusumo Power Company Limited shall prepare and adopt Dam Safety Plans covering organizational, structural, staffing, technical expertise, training, equipment, and operation and maintenance procedures."", ""Consulting services to be procured will include a Civil Engineer to support design and construction oversight.""","""implement the Power Plant Complex"", ""provide support to the implementation-support team"", ""construct transmission lines"", ""implement construction of 161 km in Burundi, 119 km in Rwanda and 98.20 km in Tanzania"", ""perform excavation and earth works"", ""design and supervise tunneling and concrete works"", ""construct barrage, spillway and intake/diversion canal"", ""support the set-up operations of the Rusumo Power Company Limited"", ""support the set-up operations of the NELSAP Rusumo Project Implementation Unit"", ""conduct detailed assessment"", ""design modifications including river diversion arrangements"", ""coordinate with Government of Tanzania, Government of Rwanda and Japanese International Cooperation Agency"", ""finalize design of diversion works"", ""provide senior project engineering (civil) expertise"", ""support Unit oversight"", ""prepare and adopt Dam Safety Plans"", ""define staffing, technical expertise and O&M procedures"", ""provide civil engineering design and oversight""",": ""The Project includes the Power Plant Complex (Component A) and the associated Transmission lines (Component B)."", : ""This team will receive support from an institutional specialist in the electricity sector, an electromechanical engineer, a civil engineer, a resettlement specialist, a hydropower specialist, a legal advisor, a water resources specialist, a communications specialist, and a monitoring and evaluation (M&E) specialist."", : ""(c) The construction of transmission lines in the beneficiary countries as follows: 161 km in Burundi, 119 km in Rwanda and 98.20 km in Tanzania."", : ""This component comprises all excavation/earth works, tunneling and concrete for the power plant complex structures, including a barrage and gated spillway, intake works and diversion/power canal, surface powerhouse, access roads and construction site facilities such as offices and housing."", : ""This component will also finance staff costs to support the set-up operations of the Rusumo Power Company Limited (RPCL) and NELSAP Rusumo Project Implementation Unit (RPIU) including a project manager, senior engineers (civil, electrical and mechanical), a quantity surveyor, a safeguards team, a procurement specialist, a financial management specialist, accounts and logistics assistant, a communications specialist and other technical staff."", : ""The Rusumo PIU and  Owner's  Engineer will conduct  a  detailed assessment and  design  modifications, such as  river diversion arrangements, as  required, in  close  coordination with  GoT, GoR  and JICA to  ensure smooth implementation of the  Rusumo  Falls hydropower  project."", : ""The contractor will  finalize the  design  of diversion works."", : ""The Unit's oversight capability will be reinforced with a Project Manager as head of the Unit, senior project engineers (civil, electrical and mechanical), a quantity surveyor, environment and social specialists, a procurement specialist, a financial-management specialist, an accounts-and-logistics assistant, a communications specialist and other technical staff."", : ""Three months prior plant commissioning, the RPCL shall prepare and adopt Dam Safety Plans. The detail plans shall cover organizational, structural, staffing, technical expertise, and training required; equipment facilities needed to operate and maintain the dam; O&M procedures; and arrangements for funding O&M, including long-term maintenance & safety inspections."", : ""These services will include: the Owner's Engineer, a consultant to conduct an exit survey of Project Affected Persons (PAPs), an nongovernmental organization (NGO) to the compensation process for the PAPs, the Project Manager, the Lead Environmental and Social Specialist, two social development and resettlement officer, the Environmental Management Officer, the Communication Officer, the Finance Officer, the Procurement Specialist, the Procurement Officer, the Civil Engineer, the Electrical Engineer, the Mechanical Engineer and the Accountant.""",http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360
P075941,d8e502b4-1be6-4d10-a224-151688f8f0c8,land surveyor,"Land surveyors determine, by means of specialised equipment, the distances and positions of points at the surface of sites for construction purposes. They use measurements of the specific aspects of construction sites, such as electricity, distance measurements, and metal structure volumes to create architectural drawings and develop construction projects.","""Surveyor""","""Carry out surveying and routing for transmission lines and power plant civil works.""","""survey routes for transmission lines"", ""survey power plant civil works layouts""",": ""This component will consist of construction of three transmission lines from Rusumo to: (i) Gitega, Burundi (161 km); (ii) Kigali, Rwanda (119 km); and (iii) Nyakanazi, Tanzania (98.2 km).""",http://data.europa.eu/esco/occupation/d8e502b4-1be6-4d10-a224-151688f8f0c8
P075941,e12f08fb-4748-4388-9489-b647df60332a,hydropower engineer,"Hydropower engineers research, design and plan the building of facilities that generate electricity from the movement of water. They search optimal locations, conduct trials and try different materials to achieve the best result. Hydropower engineers develop strategies for more efficient energy production and analyse environmental consequences.","""Hydropower Development Engineer"", ""Hydropower Specialist"", ""Hydropower Construction Engineer""","""Develop hydropower resource potential"", ""Provide support to the implementation-support team as a hydropower specialist."", ""construct a run-of-river hydropower facility including power generation facilities, intake, headrace tunnel, surge shaft/chamber, powerhouse and tailrace channel""","""develop hydropower resource potential"", ""provide support to the implementation-support team"", ""construct run-of-river hydropower facility"", ""install power generation facilities, intake, headrace tunnel, surge shaft/chamber, powerhouse and tailrace channel""",": ""The countries in the NEL Region also will need to develop hydropower resource potential."", : ""This team will receive support from an institutional specialist in the electricity sector, an electromechanical engineer, a civil engineer, a resettlement specialist, a hydropower specialist, a legal advisor, a water resources specialist, a communications specialist, and a monitoring and evaluation (M&E) specialist."", : ""The project will construct : (i)  a run-of-river hydropower  facility with  envisaged installed capacity of 80 MW consisting of the  power station and  hydraulic infrastructure (power  generation facilities, intake, headrace  tunnel, surge  shaft/chamber, powerhouse and tailrace channel) and (ii) transmission facilities connecting the  hydroelectric power plant  of  Rusumo Falls  to the national grids  of  Rwanda and Burundi,  and supply electricity to  the  western  provinces of Tanzania, which are  currently not  connected to  the country's national grid.""",http://data.europa.eu/esco/occupation/e12f08fb-4748-4388-9489-b647df60332a
P075941,e6800524-eec2-4c33-af0e-6f36d1d679bc,instrumentation engineer,"Instrumentation engineers envision and design equipment used in manufacturing processes for controlling and monitoring various engineering processes remotely. They design equipment for the monitoring of production sites such as manufacturing systems, machinery uses and production processes.","""Instrumentation and Monitoring Specialist""","""Provide and manage detailed instrumentation and monitoring system for construction works.""","""implement detailed instrumentation and monitoring system""",": ""There will be a detailed plan for the Construction Supervision and Quality Assurance, in addition to detailed instrumentation and monitoring system.""",http://data.europa.eu/esco/occupation/e6800524-eec2-4c33-af0e-6f36d1d679bc
P075941,eda0d957-3c3c-4139-b89a-a18bc9e18897,accountant,"Accountants review and analyse financial statements, budgets, financial reports, and business plans in order to check for irregularities resulting from error or fraud, and provide their clients with financial advice in matters such as financial forecasting and risk analysis. They may audit financial data, resolve insolvency cases, prepare tax returns and provide other tax-related advice in reference to current legislation.","""Accountant""","""Consulting services to be procured will include an Accountant to manage accounting activities and financial statements preparation.""","""prepare accounting records and financial statements""",": ""These services will include: the Owner's Engineer, a consultant to conduct an exit survey of Project Affected Persons (PAPs), an nongovernmental organization (NGO) to the compensation process for the PAPs, the Project Manager, the Lead Environmental and Social Specialist, two social development and resettlement officer, the Environmental Management Officer, the Communication Officer, the Finance Officer, the Procurement Specialist, the Procurement Officer, the Civil Engineer, the Electrical Engineer, the Mechanical Engineer and the Accountant.""",http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897
P075941,eedbf8b1-9432-4f42-ab7f-db5cd3eb2a05,excavator operator,"Excavator operators use excavators to dig into earth or other materials to remove it. They are involved in a variety of projects, such as demolition, dredging, and the of digging holes, foundations and trenches.","""Excavation Equipment Operator"", ""Excavator Operator""","""Perform excavation and earth works for the power plant complex."", ""excavate material required for rockfill at the diversion channel for use in road construction and embankments""","""perform excavation and earth works"", ""excavate material for rockfill at diversion channel"", ""handle excavation spoil for use in road construction or disposal""",": ""This component comprises all excavation/earth works, tunneling and concrete for the power plant complex structures, including a barrage and gated spillway, intake works and diversion/power canal, surface powerhouse, access roads and construction site facilities such as offices and housing."", : ""The  material required  for  rockfill will  be excavated  at  the diversion channel.""",http://data.europa.eu/esco/occupation/eedbf8b1-9432-4f42-ab7f-db5cd3eb2a05
P075941,f1b89616-5dfe-40d4-8b02-58a6982b1a01,substation engineer,"Substation engineers design medium and high voltage substations used for the transmission, distribution, and generation of electrical energy. They develop methods for the efficient operation of the energy process, and ensure compliance to safety and environmental standards.","""Generation Substation Electrical Engineer"", ""Substation Construction Engineer"", ""Engineering, Procurement and Construction Contractor""","""Supply, install, test and commission the generation substation."", ""Erect a new 220 kilovolt Rusumo Falls substation and build or expand substations of about 2.3 hectares where the transmission lines will end."", ""construct a 220-kilovolt outdoor substation to enable the power station to relay power to the national grids of beneficiary countries"", ""Electro-mechanical works and 220 KV Substation including switchyard, turbines, generators and power house cranes will be procured on design, supply and installation basis similar to an Engineering, Procurement and Construction arrangement; civil works will be procured on sliced package basis.""","""supply generation substation equipment"", ""install generation substation equipment"", ""test and commission generation substation"", ""erect 220 kilovolt substations"", ""build or expand substations requiring about 2.3 hectares"", ""construct 220-kilovolt outdoor substation"", ""install substation equipment to relay power to national grids"", ""design, supply and install electro-mechanical and substation systems"", ""execute civil works packages""",": ""This component will include supply, installation, testing and commissioning of: (i) hydro-mechanical equipment; (ii) turbine-generator sets and auxiliaries; (iii) generation substation; and (iv) power complex control and communications equipment."", : ""In  addition, a  new 220 kV Rusumo  Falls substation will be  erected in  Rwanda  from  which  the  T-lines will originate, and  sub-stations will be  built or  expanded  requiring area  of  about 2.3 ha  each  where the  T-lines will end (at Gitega  in Burundi,  Bugesera  in  Rwanda, and  Nyakanazi  in  Tanzania)"", : ""A 220-KV  outdoor substation will provide  the  means by which the power station will relay its power to  the national grids of  the beneficiary countries."", : ""For  each  contract to  be financed by IDA, the client and the Bank will  agree  upon,  and  record in  the  Procurement  Plan, the  various procurement  and selection methods, the need  for pre-qualification, estimated  costs,  prior  review requirements and the  time  frame.  The Procurement Plan  will be updated  annually, or  as otherwise required, to  reflect he  actual project implementation needs  and  improvements in  the institutional capacity.

Procurement of  Works.  This category  will  basically consist  of  packages as follows: (i)  Civil works package  to  be procured  under  this project include: the  power house;  hydro  mechanical equipment  of the  dam; and  penstock -will be  procured on  ""slice and package""  basis; (ii) Electro-mechanical works and 220 KV  Substation at  Rusumo side  including the switchyard, turbines, generators and power house cranes-  will  be procured  on design, supply  and installation (similar to  Engineer, Procure  and Construct (EPC) basis.""",http://data.europa.eu/esco/occupation/f1b89616-5dfe-40d4-8b02-58a6982b1a01
P075941,f33a70bd-c5b6-495d-8e0c-5e2c6e56d93e,power plant control room operator,"Power plant control room operators are responsible for the safe and proper operation of power plants, switchyards and associated control structures. They repair and maintain the involved machinery and equipment to ensure the plant's efficient operation and to tackle emergency situations such as blackouts.","""Power Plant Operator""","""Operate the power plant under contract, enforce the Power Purchase Agreement (PPA) obligations, and provide expertise to ensure safe and reliable dam operations.""","""operate the power plant"", ""enforce the Power Purchase Agreement (PPA) obligations"", ""ensure safe and reliable dam operations""",": ""The Power Plant operations will be contracted out to a competitivelyselected private operator, and this operator will receive the delegated authority to enforce the PPA obligations. The operator will also provide the necessary expertise to ensure safe and reliable dam operations.""",http://data.europa.eu/esco/occupation/f33a70bd-c5b6-495d-8e0c-5e2c6e56d93e
P075941,faed05c0-c1d1-4e34-b575-0dea96459e56,construction manager,Construction managers are responsible for the planning and coordination of the construction projects. They provide expertise in the design phase of construction projects by facilitating a better estimate of the costs and the functional implications. They participate on bid processes for construction projects and handle subcontractors to deliver the different stages of the construction process from beginning to completion. They strive to enhance the value of the projects both improving efficiency and creating value for customers.,"""Construction Project Manager (Power)"", ""Construction Manager""","""Build important power system interconnections and associated transmission works."", ""Supervise construction of the power plant complex and transmission lines.""","""build power system interconnections"", ""supervision of construction""",": ""The Project will also build important power system interconnections, which will help form the transmission backbone linking Burundi, Rwanda, and Tanzania."", : ""The RPIU will be supported by the Owner's Engineer and will be responsible for: (i) overall project management and supervision of the procurement, design, construction and preparation for operation and maintenance of the power plant complex and transmission lines; and (ii) coordination of the implementation of the Environmental and Social Management Plan (ESMP) and the Resettlement Action Plan (RAP).""",http://data.europa.eu/esco/occupation/faed05c0-c1d1-4e34-b575-0dea96459e56
P075941,fb7e2f4f-1545-42f1-972e-94082e49c6dc,building construction worker,Building construction workers prepare and maintain building construction activities on construction sites. They perform preparation and clean-up work in order to assist specialised construction workers.,"""Construction Worker""","""Work during the construction phase of project infrastructure.""","""work during the construction phase"", ""be employed during construction activities""",": ""The project will directly benefit the population in the project area by providing employment opportunities both during the construction phase and during plant operations over the long term.""",http://data.europa.eu/esco/occupation/fb7e2f4f-1545-42f1-972e-94082e49c6dc
