esco_id,occupationUri,preferredLabel,combined_text
2656,http://data.europa.eu/esco/occupation/db55bf08-3ad3-4bf6-bf59-7f9f426a6de5,clothing alteration machinist,"clothing alteration machinist alterations sewer
alterations seamstress
alterations tailor
clothing alteration machine operator
clothing alteration hand
clothing alteration operator
alterations hand Clothing alteration machinists ensure the alteration of finished garments in line with business demands. They are responsible for the quality of any alterations or customisations and brand generic stock in line with customer branding guidelines. manufacture wearing apparel products, evaluate garment quality, coordinate manufacturing production activities, distinguish accessories, sew textile-based articles, use textile technique for hand-made products, create patterns for garments, inspect wearing apparel products, iron textiles, distinguish fabrics, alter wearing apparel, analyse supply chain strategies, grade patterns for wearing apparel, operate garment manufacturing machines, cut fabrics, sew pieces of fabric, prepare production prototypes"
2657,http://data.europa.eu/esco/occupation/dbc88790-a8c1-4dc4-9507-8f9dcff9c990,engine designer,"engine designer engine tool production designer
engine design technician
engine design engineer
engine development engineer
engine design technologist
industrial engine developer
engine design expert
electrical engine designer
engine production supervisor
engine production specialist engineer
engine design developer
engine design producer
engine test engineer
engine design quality control supervisor
engine design specialist
engines designer Engine designers carry out engineering duties in designing mechanical equipment such as machines and all types of engines. They also supervise their installation and maintenance. calculate materials to build equipment, stay up-to-date with vehicle trends, adjust engineering designs, calculate design costs, conduct research on trends in design, define part requirements, use CAD software"
2658,http://data.europa.eu/esco/occupation/dbdc9f7b-31c6-4f21-a9c5-48253bb69c08,purchase planner,"purchase planner purchasing coordinator
senior supply chain planner
assistant purchase planner
assistant buyer planner
trainee buyer planner
battery material planner
trainee purchase planner
graduate buyer planner
purchasing team worker
purchasing team leader
company buyer
material planner
purchase administrator
demand planner
demand and inventory planner
purchase planning office worker
senior purchase planner
assistant supply chain planner
graduate purchase planner
purchase planning office manager
procurement planner
graduate supply chain planner
trainee supply chain planner
senior buyer planner Purchase planners organise the continuous supply with goods out of existing contracts. perform multiple tasks at the same time, identify suppliers, visit suppliers, track price trends, maintain relationship with suppliers, apply numeracy skills, assess supplier risks, perform procurement processes, ensure compliance with purchasing and contracting regulations, prepare purchasing reportings, manage purchasing cycle, have computer literacy, identify new business opportunities, negotiate buying conditions, perform market research"
2659,http://data.europa.eu/esco/occupation/dc14bed4-87ca-4e6c-9f69-458e2689d2d6,foundry operative,"foundry operative caster
pourer and caster
mold casting worker
metal moulder
foundry operator
foundry worker
mould casting worker
ladleperson
foundry process operator
ladleman
foundryman
metal molder
molding and casting worker
metal caster
Central control caster
casting worker
casting operator Foundry operative manufacture castings, including pipes, tubes, hollow profiles and other products of the first processing of steel, by operating hand-controlled equipment in a foundry. They conduct the flow of molten ferrous and non-ferrous metals into moulds, taking care to create the exact right circumstances to obtain the highest quality metal. They observe the flow of metal to identify faults. In case of a fault, they notify the authorised personnel and participate in the removal of the fault. construct moulds, select mould types, insert mould structures, assemble metal parts, troubleshoot, maintain moulds, fill moulds, repair mould defects, mix moulding and casting material, extract products from moulds, move filled moulds, ensure mould uniformity, handle metal work orders"
2660,http://data.europa.eu/esco/occupation/dc29cd23-d6ba-46b0-bc2f-424e20270099,import export manager in fruit and vegetables,"import export manager in fruit and vegetables senior import manager in fruit and vegetables
senior import export manager in fruit and vegetables
trainee import manager in fruit and vegetables
assistant import export manager in fruit and vegetables
graduate export manager in fruit and vegetables
trainee export manager in fruit and vegetables
assistant import manager in fruit and vegetables
trainee import export manager in fruit and vegetables
graduate import manager in fruit and vegetables
international trade compliance manager in fruit and vegetables
senior export manager in fruit and vegetables
assistant export manager in fruit and vegetables
graduate import export manager in fruit and vegetables
international trade manager in fruit and vegetables
customs compliance manager in fruit and vegetables Import export managers in fruit and vegetables install and maintain procedures for cross-border business, coordinating internal and external parties. create solutions to problems, apply conflict management, monitor international market performance, speak different languages, set import export strategies, control trade commercial documentation, ensure customs compliance, perform financial risk management in international trade, build rapport with people from different cultural backgrounds, conduct performance measurement, abide by business ethical code of conducts, comprehend financial business terminology, managing a business with great care, meet deadlines, manage processes, produce sales reports, have computer literacy, maintain financial records, direct distribution operations"
2661,http://data.europa.eu/esco/occupation/dc2a924c-653a-4922-9226-f6909dd64580,"import export manager in agricultural raw materials, seeds and animal feeds","import export manager in agricultural raw materials, seeds and animal feeds international trade manager in agricultural raw materials, seeds and animal feeds
senior export manager in agricultural raw materials, seeds and animal feeds
graduate import manager in agricultural raw materials, seeds and animal feeds
graduate export manager in agricultural raw materials, seeds and animal feeds
international trade compliance manager in agricultural raw materials, seeds and animal feeds
senior import manager in agricultural raw materials, seeds and animal feeds
senior import export manager in agricultural raw materials, seeds and animal feeds
assistant import manager in agricultural raw materials, seeds and animal feeds
trainee import export manager in agricultural raw materials, seeds and animal feeds
assistant export manager in agricultural raw materials, seeds and animal feeds
trainee export manager in agricultural raw materials, seeds and animal feeds
graduate import export manager in agricultural raw materials, seeds and animal feeds
customs compliance manager in agricultural raw materials, seeds and animal feeds
assistant import export manager in agricultural raw materials, seeds and animal feeds
trainee import manager in agricultural raw materials, seeds and animal feeds Import export managers in agricultural raw materials, seeds and animal feeds install and maintain procedures for cross-border business, coordinating internal and external parties. create solutions to problems, apply conflict management, monitor international market performance, speak different languages, set import export strategies, control trade commercial documentation, ensure customs compliance, perform financial risk management in international trade, build rapport with people from different cultural backgrounds, conduct performance measurement, abide by business ethical code of conducts, comprehend financial business terminology, managing a business with great care, meet deadlines, manage processes, produce sales reports, have computer literacy, maintain financial records, direct distribution operations"
2662,http://data.europa.eu/esco/occupation/dc34c345-caf9-4ab7-b496-e18a572194ba,embalmer,"embalmer funeral embalmer
tanatopractor Embalmers arrange for the removal of bodies of deceased persons from the place of death and they prepare the bodies for burials and cremations. They clean and disinfect the bodies, use make-up to create the impression of a more natural appearance and hide any visible damage. They are in close contact with funeral services directors in order to comply with the wishes of the deceased family members. cooperate with funeral directors, embalm bodies, promote human rights, move bodies of deceased persons, maintain professional administration, work with chemicals, dress bodies, apply health and safety standards, show diplomacy, maintain inventory of tools"
2663,http://data.europa.eu/esco/occupation/dc3cc282-488d-4d8f-be80-191c6b521823,malt master,"malt master malter
malting master
malting expert
malt expert Malt masters evaluate and grade different malts on a sensory basis for brewing purposes. They assess the look, the smell, and the taste of raw materials and unfinished products in order to maintain the consistency of products. They use their knowledge to prepare mixtures as part of product development. implement marketing strategies, manage food manufacturing laboratory, manage staff, develop standard operating procedures in the food chain, apply HACCP, roast malt, assess cereal quality for brewing, maintain updated professional knowledge, develop beverage manufacturing procedures, implement sales strategies, apply requirements concerning manufacturing of food and beverages, apply GMP, set production facilities standards, mitigate waste of resources, consult on malt beverages, handle flammable substances, create new concepts, exert quality control to processing food, operate pneumatic conveyor chutes"
2664,http://data.europa.eu/esco/occupation/dc52966e-72db-4ad0-b3a9-5e17f1311ab8,jewellery repairer,"jewellery repairer jewelry repairer
jewerly repair technician
jewellery repair technician
jewellery hammersmith
adornment repairer Jewellery repairers use specialised hand tools to carry out adjustments and repairs to all types of jewellery pieces. They resize rings or necklaces, reset gems, and repair broken jewellery parts. Jewellery repairers identify the suitable precious metals to be used as replacements, solder and smooth joints. They clean and polish the repaired pieces to be returned to the customer. use jewellery equipment, apply company policies, maintain records of maintenance interventions, repair jewellery, adjust jewellery, heat jewellery metals, maintain equipment, assemble jewellery parts, maintain customer service, provide customer information related to repairs, provide customer follow-up services, mount stones in jewels, clean jewellery pieces"
2665,http://data.europa.eu/esco/occupation/dc54d531-70b5-4301-bc75-da76c2dfac1a,rolling stock assembly supervisor,"rolling stock assembly supervisor carriage production supervisor
rolling stock assembly quality supervisor
multiple unit production supervisor
locomotive production supervisor
railcar assembly supervisor
rolling stock production supervisor supervisor
rail vehicle production supervisor
locomotive assembly supervisor
rail traction production supervisor
railway vehicle production supervisor
railway vehicle assembly supervisor
traction assembly supervisor
railcar production supervisor
rail vehicle assembly supervisor
rolling stock production supervisor
wagon assembly supervisor
multiple unit assembly supervisor
carriage assembly supervisor
wagon production supervisor Rolling stock assembly supervisors coordinate the employees involved in rolling stock manufacturing and schedule their activities. They prepare production reports and recommend measures to reduce the cost and improve productivity such as hiring, ordering new equipment and implementing new production methods. They train employees in company policies, job duties and safety measures. They oversee the supplies and communicate with other departments to avoid unnecessary interruptions of the production process. create solutions to problems, oversee production requirements, manage health and safety standards, wear appropriate protective gear, read standard blueprints, evaluate employees work, analyse the need for technical resources, supervise staff, supervise work, keep records of work progress, coordinate communication within a team, report on production results, train employees, liaise with managers"
2666,http://data.europa.eu/esco/occupation/dc69f2ed-ebe9-43da-bf9d-31aac874d4c2,rehabilitation support worker,"rehabilitation support worker reablement officer
occupational therapy support worker
rehabilitation worker
rehabilitation social worker
rehabilitation outreach worker
rehabilitation support specialist
disability social worker Rehabilitation support workers provide counselling to individuals dealing with birth defects or with major consequences caused by diseases, accidents, and burnouts. They help them to cope with personal, social and vocational issues. They assess the personal needs of clients, develop rehabilitation plans, get involved in the training, and help people undergoing a rehabilitation plan with job placement. apply anti-oppressive practices, provide social counselling, involve service users and carers in care planning, work within communities, meet standards of practice in social services, empower social service users, apply quality standards in social services, apply case management, apply problem solving in social service, apply crisis intervention, protect vulnerable social service users, contribute to protecting individuals from harm, develop professional identity in social work, provide support to social services users, deliver social services in diverse cultural communities, conduct interview in social service, demonstrate leadership in social service cases, communicate professionally with colleagues in other fields, follow health and safety precautions in social care practices, plan social service process, promote social change, advocate for social service users, prevent social problems, make legislation transparent for users of social services, negotiate with social service users, promote service users' rights, apply person-centred care, assess social service users' situation, relate empathetically, listen actively, manage social crisis, manage ethical issues within social services, review social service plan, apply decision making within social work, adhere to organisational guidelines, apply holistic approach within social services, evaluate older adults' ability to take care of themselves, work in a multicultural environment in health care, address problems critically, apply socially just working principles, promote inclusion, maintain records of work with service users, develop professional network, negotiate with social service stakeholders, report on social development, undertake continuous professional development in social work, have computer literacy, tolerate stress, apply organisational techniques, refer social service users, organise social work packages, communicate with social service users, support individuals to adjust to physical disability, work in multidisciplinary health teams, consider social impact of actions on service users, cooperate at inter-professional level, accept own accountability, manage stress in the work place, build helping relationship with social service users"
2667,http://data.europa.eu/esco/occupation/dc6c0b28-adf7-4558-a987-2ef1506ef2d1,import export specialist in china and other glassware,"import export specialist in china and other glassware senior export specialist in china and glassware
senior import specialist in china and glassware
senior import export specialist in china and glassware
trainee import specialist in china and glassware
graduate import export specialist in china and glassware
trainee import export specialist in china and glassware
graduate export specialist in china and glassware
trainee export specialist in china and glassware
assistant import specialist in china and glassware
international trade compliance specialist in china and glassware
customs compliance specialist in china and glassware
graduate import specialist in china and glassware
assistant export specialist in china and glassware
assistant import export specialist in china and glassware Import export specialists in china and other glassware have and apply deep knowledge of import and export goods including customs clearance and documentation. create solutions to problems, create import-export commercial documentation, apply conflict management, apply export strategies, handle quotes from prospective shippers, speak different languages, ensure customs compliance, administer multi-modal logistics, build rapport with people from different cultural backgrounds, communicate with shipment forwarders, meet deadlines, apply import strategies, file claims with insurance companies, handle carriers, monitor merchandise delivery, have computer literacy, plan transport operations"
2668,http://data.europa.eu/esco/occupation/dc8ef7da-d2c0-4474-96a0-6d0385eeec1e,webmaster,"webmaster website administrator
web administrator
web technician
e-commerce technician
webmasters Webmasters deploy, maintain, monitor and support a web server to meet service requirements. They ensure optimum system integrity, security, backup and performance. They coordinate the content, quality and style of websites, execute the website strategy and update and add new features to websites. use markup languages, apply tools for content development, use scripting programming, develop digital content, use ICT ticketing system, maintain responsive design, study website behaviour patterns, use software libraries, apply ICT system usage policies, implement front-end website design, troubleshoot website, maintain ICT server"
2669,http://data.europa.eu/esco/occupation/dc90cee4-bf4a-4d62-b729-faf49e62643e,container crane operator,"container crane operator operator of container crane
shipping container crane operator
ship crane operator
dock crane operator
dockside crane operator
crane driver
straddle crane operator Container crane operators operate electrically powered cranes equipped with cantilevers on which hoisting gear is supported to load or unload container cargo. They move towers in position alongside vessel and lower cantilevers over the deck or hold of a vessel. They lift and move containers along the cantilever and position the container on the dock, on the vessel deck or in the hold. operate railway lever frames, assist in the movement of heavy loads, use rigging tools, maintain crane equipment, organise weight of loads according to lifting equipment capacity, check quality of products on the production line, conduct routine machinery checks, stay alert, set up crane, load cargo onto ships, inspect crane equipment, operate cranes, perform high risk work"
2670,http://data.europa.eu/esco/occupation/dc97adbe-f807-4ad8-8f3c-c24b3416cdef,digital marketing manager,"digital marketing manager social media specialist
digital marketing specialist
digital marketing and communication professional
web marketing specialist
digital marketing technician Digital marketing managers are responsible for the elaboration of the company's digital marketing strategy with the goal of improving brand recognition and brand awareness, in line with the company's mission and vision. They oversee the execution of digital marketing and communication strategies involving the use of social media, email marketing, marketing automation, search engine optimisation, online events and online advertisement through data driven methodologies and by measuring and monitoring digital marketing KPIs in order to promptly implement corrective action plan. They manage and interpret competitors and consumers' data and conduct research on market conditions. use e-services, perform business analysis, perform customers’ needs analysis, develop digital content, apply social media marketing, set brand positioning, conduct online competitive analysis, plan digital marketing, plan social media marketing campaigns, analyse consumer buying trends, design brand's online communication plan, plan marketing campaigns, integrate marketing strategies with the global strategy, identify new business opportunities, perform market research"
2671,http://data.europa.eu/esco/occupation/dc9b98da-c389-4caf-a21a-c6f8c530c0bf,shoe repairer,"shoe repairer cobbler
boot maker
shoe polisher
shoe maker
boot repairer Shoe repairers repair and renew deteriorated footwear and other items like belts or bags. They use hand tools and specialised machinery to add soles and heels, replace worn-out buckles and clean and polish shoes. maintain equipment, use tools for shoe repair, maintain customer service, apply assembling techniques for cemented footwear construction, provide customer information related to repairs, repair shoes, apply stitching techniques, cut footwear uppers, apply footwear finishing techniques"
2672,http://data.europa.eu/esco/occupation/dca305c8-d665-462c-bdc9-c3a19734ba18,surface engineer,"surface engineer surface engineering adviser
corrosion engineer
surface engineers
surface technology engineering consultant
surface engineering technician
engineering operator
surface engineering expert
surface engineering worker
surface technology engineering specialist
surface engineering consultant
surface technology engineering adviser
surface engineering equipment technician
engineering operative
heavy equipment operative
surface technology engineering expert
surface engineering operator
surface engineering operative
surface technology engineer
surface engineering specialist
surface equipment operator Surface engineers research and develop technologies for manufacturing processes that assist in altering the properties of the surface of bulk material, such as metal, in order to reduce degradation by corrosion or wear. They explore and design how to protect surfaces of (metal) workpieces and products utilising sustainable materials and testing with a minimum of waste. execute analytical mathematical calculations, adjust engineering designs, perform scientific research, use technical drawing software, approve engineering design"
2673,http://data.europa.eu/esco/occupation/dce6a68c-8a05-4c26-85d4-6fbc43e7d822,projectionist,"projectionist projection operator
booth operator
film projectionist
movie projector operator
projector booth operator
digital cinema projectionist
cinema projectionist
projection technician
projector operator Projectionists operate and maintain projection equipment in cinema theatres. They inspect the movie films before loading them into the projector. Projectionist make sure that everything runs smoothly during the projection of the movie. They also are responsible for the proper storage of movie films. load film reels, check film reels, use a telecine, adjust projector, operate projector, assist multimedia operator, store film reels, apply health and safety standards"
2674,http://data.europa.eu/esco/occupation/dcfeb6e4-f39d-49fb-96cd-23292fb3e037,optoelectronic engineering technician,"optoelectronic engineering technician opto-electronic technician
opto-electronic engineering technician
technician in optoelectronics
technician in optoelectronic systems
technologist in optoelectronic systems
optoelectronic systems technician
optoelectronic engineering technologist
technologist in optoelectronic engineering
optoelectronic systems technologist
optoelectronic technician Optoelectronic engineering technicians collaborate with engineers in the development of optoelectronic systems and components, such as photodiodes, optical sensors, lasers and LED's. Optoelectronic engineering technicians build, test, install and calibrate optoelectronic equipment. They read blueprint and other technical drawings to develop testing and calibrating procedures. interpret circuit diagrams, inspect quality of products, test optical components, record test data, adjust engineering designs, align components, apply optical coating, test optoelectronics, read engineering drawings, clean optical components, liaise with engineers, fasten components, assist scientific research, assemble optoelectronics, operate optical assembly equipment, prepare production prototypes"
2675,http://data.europa.eu/esco/occupation/dd25a2b0-add0-4ae2-bd85-bb644e0d0c39,call centre manager,"call centre manager contact centre manager
contact centre coordinator
call centre coordinator
client centre manager
call center manager
customer centre manager
call centre director Call centre managers set the objectives of the service per month, week, and day. They perform micromanagement of the results obtained in the centre in order to proactively react with plans, trainings, or motivational plans depending on the problems faced by the service. They strive for achievement of KPIs such as minimum operating time, sales per day, and compliance with quality parameters. create solutions to problems, assess the feasibility of implementing developments, strive for company growth, report on overall management of a business, manage staff, analyse call centre activities, manage ICT project, supervise the management of an establishment, evaluate performance of organisational collaborators, identify customer's needs, measure customer feedback, create a work atmosphere of continuous improvement, manage key performance indicators of call centres, coordinate operational activities, supervise work, present reports, interpret automatic call distribution data, analyse staff capacity, liaise with managers, follow company standards"
2676,http://data.europa.eu/esco/occupation/dd89e26f-bb5c-45cb-91c6-8b4d5d82a31f,demolition worker,"demolition worker demolition project worker
topwoman
topman
mattockman
demolition reclamation operative
demolition labourer
demolition site worker
demolition and dismantling worker
mattockwoman
demolition experienced worker
demolition operations worker Demolition workers operate equipment to demolish structures. They safely destroy buildings and remove the debris to permit the site to be used for a different purpose. keep heavy construction equipment in good condition, work ergonomically, operate heavy construction machinery without supervision, dispose of non-hazardous waste, transport construction supplies, work in a construction team, prevent damage to utility infrastructure, secure working area, follow health and safety procedures in construction, recognise the hazards of dangerous goods, operate jackhammer, demolish structures, drive mobile heavy construction equipment, react to events in time-critical environments, use safety equipment in construction"
2677,http://data.europa.eu/esco/occupation/dd935705-d703-40ba-9ba7-2a8a2b7651b4,housing manager,"housing manager housing officer
housing coordinator
housing agent
housing administrator
neighbourhood manager Housing managers oversee housing services for tenants or residents. They work for housing associations or private organisations for which they collect rental fees, inspect properties, suggest and implement improvements concerning repairs or neighbour nuissance issues, maintain communication with tenants, handle housing applications and liaise with local authorities and property managers. They hire, train and supervise personnel. check construction compliance, enforce financial policies, liaise with local authorities, analyse market financial trends, strive for company growth, manage staff, create a financial plan, plan allocation of space, inform on renting agreements, investigate social security applications, collect rental fees, liaise with property owners, advise on financial matters, analyse financial performance of a company, handle tenant changeover, provide information on properties, examine the conditions of buildings, liaise with managers, follow company standards, communicate with tenants"
2678,http://data.europa.eu/esco/occupation/ddac39cf-5d8b-416a-b24b-9ce3a8a4a668,import export specialist in perfume and cosmetics,"import export specialist in perfume and cosmetics trainee import export specialist in perfume and cosmetics
senior import export specialist in perfume and cosmetics
assistant import specialist in perfume and cosmetics
customs compliance specialist in perfume and cosmetics
trainee export specialist in perfume and cosmetics
senior import specialist in perfume and cosmetics
graduate import specialist in perfume and cosmetics
international trade compliance specialist in perfume and cosmetics
assistant export specialist in perfume and cosmetics
senior export specialist in perfume and cosmetics
assistant import export specialist in perfume and cosmetics
graduate export specialist in perfume and cosmetics
graduate import export specialist in perfume and cosmetics
trainee import specialist in perfume and cosmetics Import export specialists in perfume and cosmetics have and apply deep knowledge of import and export goods including customs clearance and documentation. create solutions to problems, create import-export commercial documentation, apply conflict management, apply export strategies, handle quotes from prospective shippers, speak different languages, ensure customs compliance, administer multi-modal logistics, build rapport with people from different cultural backgrounds, communicate with shipment forwarders, meet deadlines, apply import strategies, file claims with insurance companies, handle carriers, monitor merchandise delivery, have computer literacy, plan transport operations"
2679,http://data.europa.eu/esco/occupation/ddb3e6a4-5bae-480a-a49a-748f93022892,decksman,"decksman boat crew member
general purpose hand
general purpose crew member
yacht deckshand
crew member Decksmen are unlicensed members of the deck department of an inland vessel. This position is usually the first step on the way to become an able seaman and beyond. They perform a variety of duties related to the operation and upkeep of deck department areas, the engine, and other equipment, mooring and unmooring, as well as (to a certain extent) the steering of the ship. launch lifeboats, help to control passenger behaviour during emergency situations, facilitate safe disembarkation of passengers, maintain ropes, execute safety assurance exercises, maintain service record book, moor vessels, undertake navigation safety actions, use equipment for safe stowage, communicate reports provided by passengers, clean parts of vessels, follow written instructions, apply regulations on cargo transport operations, use ballasts, clean ships, assist anchoring operations, prepare engine room for operation, perform vessel maintenance and cleaning, load cargo onto ships, perform daily maintenance on ship machinery, paint ship decks, manage on board hazards, maintain vessel technical equipment according to instructions, secure ships using rope, use different types of fire extinguishers, manage environmental aspects of inland waterway transportation, understand different types of locks and their operation, read stowage plans, adhere to traffic regulations on inland waterways, operate life-saving appliances, unmoor vessels, comply with checklists, maintain vessel engine room, swim, follow verbal instructions, follow procedures in the event of an alarm"
2680,http://data.europa.eu/esco/occupation/dddf9385-2939-4395-951a-70ef8a36cabe,stevedore superintendent,"stevedore superintendent stevedoring controller
stevedore general superintendent
stevedoring general superintendent
stevedore superintendant
stevedoring superintendent
stevedore manager
stevedoring manager
stevedore supervisor
stevedoring supervisor Stevedore superintendents supervise and monitor the freight handling and longshore labor in a dockyard to maximise productivity. They manage the loading and unloading of cargo and monitor the safety of the work area. Stevedore superintendents may also investigate incidents and prepare accident reports. create solutions to problems, coordinate dock operations, give instructions to staff, observe freight shipment loaders, supervise movement of crew, supervise unloading of cargo, stack goods, supervise loading of cargo, use different communication channels, adapt to changing situations, manage vessel cargo activities, ensure compliance with shipment regulations, write work-related reports, apply safety management, manage cargo handling, anticipate logistics requirements for port operations, manage port operations improvement procedures, adjust priorities, receive shipment packaging information, write inspection reports, prepare freight shipment reports"
2681,http://data.europa.eu/esco/occupation/de0084a5-7e00-43cc-bc51-3cb70a031295,electrical household appliances distribution manager,"electrical household appliances distribution manager senior electrical household appliances distribution manager
trainee electrical household appliances distribution manager
electrical household appliances supply chain planner
assistant electrical household appliances distribution manager
electrical household appliances logistics manager
electrical household appliances logistics planner
graduate electrical household appliances distribution manager
electrical household appliances supply chain manager Electrical household appliances distribution managers plan the distribution of electrical household appliances to various points of sales. create solutions to problems, manage freight payment methods, perform multiple tasks at the same time, minimise shipping cost, perform risk analysis, manage staff, track shipments, ensure customs compliance, perform financial risk management in international trade, develop financial statistics reports, track shipping sites, carry out inventory control accuracy, manage financial risk, communicate with shipment forwarders, adhere to organisational guidelines, handle carriers, analyse supply chain trends, carry out statistical forecasts, ensure regulatory compliance concerning distribution activities, have computer literacy, plan transport operations, implement strategic planning"
2682,http://data.europa.eu/esco/occupation/de0856fe-21fa-46d6-88ee-f99d3b4946bc,hazardous waste inspector,"hazardous waste inspector hazardous waste management inspector
hazardous waste tester/inspector
hazardous waste compliance inspector
hazardous waste disposal inspector
hazardous waste control inspector Hazardous waste inspectors inspect industrial sites to ensure they adhere to waste disposal legislation, and inspect their equipment to see if it is operational and functions according to regulations. They also aim to educate the public on hazardous substances and on hazardous waste handling regulations. ensure compliance with waste legislative regulations, inspect compliance with hazardous waste regulations, carry out environmental audits, educate on hazardous waste, inspect waste disposal facilities, inspect industrial equipment, write inspection reports, advise on waste management procedures"
2683,http://data.europa.eu/esco/occupation/de31a27f-c6ba-4d4f-87cd-b405e1852121,rental manager,"rental manager graduate rental manager
rental office manager
trainee rental coordinator
rental station manager
rental office coordinator
rental team coordinator
senior rental coordinator
rental team leader
assistant rental coordinator
trainee rental manager
assistant rental manager
rental station co-ordinator
graduate rental coordinator
senior rental manager Rental managers supervise the activities of a rental office or station and its staff. create solutions to problems, manage budgets, use rental management software, handle customer complaints, manage staff, forecast products' demand, prospect new customers, use mathematical tools for managing vehicles, manage financial risk, perform acquisition of vehicles, write work-related reports, manage contracts, listen actively, analyse marketplace competition in rental industry, produce sales reports, present reports, have computer literacy, manage vehicle inventory, control of expenses, follow company standards"
2684,http://data.europa.eu/esco/occupation/de50b422-8700-4153-955c-131c3d277738,wholesale merchant in live animals,"wholesale merchant in live animals wholesale merchandiser in live animals
wholesale trader in live animals
business to business seller in live animals
wholesale buyer in live animals
business to business sales consultant in live animals
wholesaler in live animals
graduate wholesale merchant in live animals
trainee wholesale merchant in live animals
B2B sales consultant in live animals
senior wholesale merchant in live animals
assistant wholesale merchant in live animals Wholesale merchants in live animals investigate potential wholesale buyers and suppliers and match their needs. They conclude trades involving large quantities of goods. identify suppliers, monitor international market performance, initiate contact with sellers, identify customer's needs, negotiate sales contracts, comprehend financial business terminology, assess supplier risks, initiate contact with buyers, have computer literacy, identify new business opportunities, negotiate sale of commodities, build business relationships, plan transport operations, maintain financial records, negotiate buying conditions, perform market research"
2685,http://data.europa.eu/esco/occupation/de74eb4e-c95e-425a-9b3a-7be805ec0321,energy consultant,"energy consultant energy advisor
sustainability consultant
energy and sustainability consultant
energy saving advisor
energy saving equipment advisor
energy procurement consultant
energy advice consultant
energy saving consultant
energy and environmental consultant
energy procurement advisor Energy consultants advise clients on the advantages and disadvantages of different energy sources. They help clients to understand energy tariffs and try to reduce their energy consumption and carbon footprint by using energy efficient products and methods. forecast energy prices, advise on utility consumption, analyse energy consumption, define energy profiles"
2686,http://data.europa.eu/esco/occupation/de80bbf0-447d-4a6a-845a-fdba4e0dc30c,brand manager,"brand manager senior brand manager
trainee brand manager
market development executive
graduate brand manager
marketing development manager
marketing manager (brand development)
brand marketing manager
assistant brand manager
formula manager
brand development manager
brand executive Brand managers analyse and plan the way a brand is positioned on the market. implement marketing strategies, carry out naming strategies, carry out sales analysis, perform customers’ needs analysis, manage staff, organise participation in local or international events, apply social media marketing, create annual marketing budget, set brand positioning, apply strategic thinking, define brand identity, design brand's online communication plan, comprehend financial business terminology, select optimal distribution channel, perform brand analysis, plan marketing campaigns, coordinate advertising campaigns, create brand guidelines, implement sales strategies, stimulate creativity in the team, have computer literacy, identify new business opportunities, execute marketing plan, manage brand assets, maintain financial records, lead the brand strategic planning process, perform market research"
2687,http://data.europa.eu/esco/occupation/de99886e-59e3-432d-ba53-9652dbe378d6,programme funding manager,"programme funding manager program funding manager
programme funding administrator
programme funding officer
grants manager
programme funding coordinator Programme funding managers take the lead in developing and realizing the funding strategy of the programmes of an organisation. find grants, lead a team, manage grant applications, apply strategic thinking"
2688,http://data.europa.eu/esco/occupation/dec7ed73-8688-4328-bc50-c72d31b25956,precision instrument assembler,"precision instrument assembler precision instrument tester
gauge calibrator
precision instrument maker
meter calibrator
thermostat assembler
thermostat tester
thermostat calibrator
precision instrument calibrator
micrometer tester
precision instrument craftsman
micrometer assembler
meter assembler
precision instrument craftsperson
precision instrument craftswoman
micrometer calibrator
meter tester
gauge assembler
gauge tester Precision instrument assemblers read blueprints and assembly drawings to assemble precision instruments such as micrometers, gauges, thermostats and utility meters. They collect the different components and piece them together using hand tools or machinery. Furthermore they calibrate the instruments and test their precision. read assembly drawings, monitor manufacturing quality standards, operate precision measuring equipment, wear appropriate protective gear, calibrate precision instrument, pack goods, read standard blueprints, set tolerances, report defective manufacturing materials, test instrumentation equipment, assemble instrumentation equipment, apply health and safety standards"
2689,http://data.europa.eu/esco/occupation/defbf906-e823-44b4-872f-99406c51022b,"heating, ventilation, air conditioning (and refrigeration) drafter","heating, ventilation, air conditioning (and refrigeration) drafter heating, ventilation, air conditioning, and refrigeration drafter
​heating, ventilation, air conditioning, and refrigeration draughter
HVACR draughtsperson
HVACR drafting specialist
heating, ventilation, air conditioning engineering draughter
HVACR draughter
HVAC design engineer
HVACR draftsperson
heating, ventilation, air conditioning engineering design engineer
HVACR drafting adviser
HVAC(R) design engineer
HVACR design engineer
HVACR drafting expert
heating, ventilation, air conditioning and refrigeration design engineer
heating, ventilation, air conditioning (and refrigeration) draughter
HVACR drafting consultant
heating, ventilation, air conditioning (and refrigeration) design engineer
HVAC(R) draughter
HVAC draughter Heating, ventilation, air conditioning (and refrigeration) drafters create prototypes and sketches, technical details, and aesthetic briefings provided by engineers for the creation of drawings, usually computer aided, of heating, ventilation, air conditioning and possibly refrigeration systems. They can draft for all kinds of projects where these systems can be used. use computer-aided engineering systems, use manual draughting techniques, use technical drawing software, use CADD software, create technical plans, read engineering drawings, use CAD software, liaise with engineers"
